Star Wars: Episode VII - The Force Awakens,8,936662225,100,"Star Wars: The Force Awakens is some kind of miracle. It works on every imaginable level - as a heartfelt love letter to fans, an irresistible invitation to newbies, a visual marvel and a blockbuster of unparalleled emotional heft and cultural significance."
Star Wars: Episode VII - The Force Awakens,8,936662225,100,The Force Awakens barrels back into Lucas' 'lived-in' universe with inextinguishable energy and boundless joie de vivre.
Star Wars: Episode VII - The Force Awakens,8,936662225,100,"Star Wars: The Force Awakens is not perfect nor could it ever be. But for every niggle...there are 10 things that are exactly right, and it says much that no one will leave disappointed despite going in with hysterical levels of expectation."
Star Wars: Episode VII - The Force Awakens,8,936662225,100,"Rarely have age and shining youth been juxtaposed more affectingly, but that’s only one of many moments of grace in a movie that mines its resonant mythology while moving its story ever forward."
Star Wars: Episode VII - The Force Awakens,8,936662225,100,"The Force Awakens reveals surprising connections, begins a few bromances, solves mysteries while digging up others, and sets a strong tone for what comes next in Star Wars lore. Best of all? It’ll make you feel like a kid being introduced to something truly special once again."
Star Wars: Episode VII - The Force Awakens,8,936662225,100,"The storytelling in The Force Awakens is masterful, in that it seems to be taking its time but is always moving relentlessly forward and coming up with surprises."
Star Wars: Episode VII - The Force Awakens,8,936662225,100,"Perhaps the greatest triumph of Star Wars: The Force Awakens is that it justifies the enormous hype. Working from a screenplay that he co-wrote with Michael Arndt and Lawrence Kasdan, director J.J. Abrams (“Star Trek”) brings fresh energy to the franchise while adhering to the storytelling values that made it matter in the first place."
Star Wars: Episode VII - The Force Awakens,8,936662225,100,"From the off, JJ Abrams’s film sets out to shake Star Wars from its slumber, and reconnect the series with its much-pined-for past. That it achieves this both immediately and joyously is perhaps the single greatest relief of the movie-going year."
Star Wars: Episode VII - The Force Awakens,8,936662225,100,"What a beautiful, thrilling, joyous, surprising and heart-thumping adventure this is."
Star Wars: Episode VII - The Force Awakens,8,936662225,100,"The rollicking, space-opera spirit of George Lucas’s original trilogy (you can safely forget the second trio of cynical, tricked-up prequels) emanates from every frame of J.J. Abrams' euphoric sequel. It’s also got an infusion of modern-day humor that sometimes steers the movie this close to self-parody—but never sarcastically, nor at the expense of a terrific time."
Star Wars: Episode VII - The Force Awakens,8,936662225,100,"It must have seemed like a nearly-impossible task when JJ Abrams and his collaborators set out to bring ""Star Wars"" back to life, but they've more than done it. They've made something honest and beautiful and, above all, fun, and I find myself energized by the movie and by the promise it represents."
Star Wars: Episode VII - The Force Awakens,8,936662225,100,"The Force Awakens is ridiculous and melodramatic and sentimental of course, but exciting and brimming with energy and its own kind of generosity. What a Christmas present."
Star Wars: Episode VII - The Force Awakens,8,936662225,91,"If the sequels to “The Force Awakens” are as good as this film, that will probably be because they follow the same formula: heavy on the human side, more comedy, less CGI, more fresh faces, and more delightful droids. And, yes, one must pay homage to the Force."
Star Wars: Episode VII - The Force Awakens,8,936662225,90,"All you really want to know is whether it's good, right? Well, in fact, it is better than it had to be."
Star Wars: Episode VII - The Force Awakens,8,936662225,90,"What Abrams has done is find and return the ingredient crucial to the original three films in the franchise that was sorely lacking in the second round: fun...There are some laugh-out-loud moments here, but also some touching ones. Happy, sad, exciting, silly — all that is included, along with the original sense of Saturday-morning-serial abandon that made what became known as “A New Hope” so wonderful all those years ago."
Star Wars: Episode VII - The Force Awakens,8,936662225,90,"Mr. Abrams may be as worshipful as any Star Wars obsessive, but in The Force Awakens he’s made a movie that goes for old-fashioned escapism even as it presents a futuristic vision of a pluralistic world that his audience already lives in. He hasn’t made a film only for true believers; he has made a film for everyone (well, almost)."
Star Wars: Episode VII - The Force Awakens,8,936662225,90,Abrams and his collaborators have made a movie that feels resoundingly fresh and new by paying tribute to a style and story that is decades old.
Star Wars: Episode VII - The Force Awakens,8,936662225,88,"The action, from lightsaber duels to X-wing dogfights with TIE Fighters, is explosive and buoyed by John Williams' exultant score. And the movie is also funny as hell. Abrams knows how to build a laugh and fill the emotional spaces between words."
Star Wars: Episode VII - The Force Awakens,8,936662225,88,"The film ultimately runs up against the limitations of its own nature.... But it’s still an exhilarating ride, filled with archetypal characters with plausible psychologies, melodramatic confrontations fueled by soaring emotions, and performances that can be described as good, period, rather than ""good, for 'Star Wars.'"""
Star Wars: Episode VII - The Force Awakens,8,936662225,88,"If Hollywood’s going to extend the most famous movie myth of the past 40 years, The Force Awakens seems a worthwhile way to do so."
Star Wars: Episode VII - The Force Awakens,8,936662225,88,"Abrams understands what George Lucas never quite figured out: that we’re less interested in the science fiction future than we are in revisiting the past. We don’t really want to see what happens next in that galaxy far, far away. We want to recapture what it felt like the first time we arrived, in 1977, with a movie called “Star Wars.” We want to go home. Star Wars: The Force Awakens takes us there."
Star Wars: Episode VII - The Force Awakens,8,936662225,83,"Star Wars is fun again. Fans whose love for the series was forged with the Original Trilogy will see too much they recognize (and, later, missed) not to love this effort."
Star Wars: Episode VII - The Force Awakens,8,936662225,83,"The Force Awakens accomplishes its fan base mission, bringing back a modern myth with the torch-passing respect it deserves (plus some crass commercialism it doesn't)."
Star Wars: Episode VII - The Force Awakens,8,936662225,83,"The ending he’s come up with for The Force Awakens feels so perfect it’s hard to imagine it any other way. In an age when we’ve all become binge watchers, we feel as if it’s become our right to immediately roll right into the next episode, the next sequel. And when The Force Awakens ends, it’s bittersweet because you so badly want to head right into the next chapter."
Star Wars: Episode VII - The Force Awakens,8,936662225,83,"Snazzily directed by J.J. Abrams with vibrant effects and a busy plot that sets the whole franchise in motion all over again, The Force Awakens delivers on expectations with a fun, polished space odyssey that embraces the appeal of the originals."
Star Wars: Episode VII - The Force Awakens,8,936662225,80,"Like their Star Wars forebears, Boyega’s Finn and Ridley’s Rey are brave, funny, and admirable but also imperfect, uncertain, and sometimes afraid. That is to say, they’re genuine, multisided characters with believable motivations—no small victory in a movie designed with the express purpose of breaking world box-office records."
Star Wars: Episode VII - The Force Awakens,8,936662225,80,"Robustly entertaining while carrying the weight of impossible audience expectations, Star Wars: The Force Awakens is a fascinating, often satisfying mixture of rollicking mythmaking and fan service."
Star Wars: Episode VII - The Force Awakens,8,936662225,80,"Abrams had the benefit of learning what didn’t work in Lucas’ prequels, and he’s gone in the opposite direction. He’s also set an interesting course for moving forward with this engaging cast playing new characters making their way through this beloved universe."
Star Wars: Episode VII - The Force Awakens,8,936662225,80,Star Wars: The Force Awakens pumps new energy and life into a hallowed franchise in a way that both resurrects old pleasures and points in promising new directions.
Star Wars: Episode VII - The Force Awakens,8,936662225,80,You would have to be practicing some pretty dark arts to not smile as you watch the iconic Millennium Falcon take off into battle one more time.
Star Wars: Episode VII - The Force Awakens,8,936662225,80,The prequels this ain’t. We can all breathe again.
Star Wars: Episode VII - The Force Awakens,8,936662225,75,"Star Wars: The Force Awakens is not a great film, but it flirts with that designation far more often than this lapsed fan could have ever expected. If, on a creative level, what’s contained herein is ultimately the planting of seeds that will continue growing two, four, or forty years down the line, I suspect this franchise is in its best-ever state. How fortunate that it also stands alone as a good time at the movies."
Star Wars: Episode VII - The Force Awakens,8,936662225,75,"The Force Awakens is half reboot, half remake, and all fun."
Star Wars: Episode VII - The Force Awakens,8,936662225,75,So what’s the final verdict? A mixed bag. It’s a good start to a new trilogy but hardly the hoped-for masterpiece. It’s a solid space opera spectacle with enough nostalgia to overpower even the most hard-hearted child of the ‘70s and ‘80s but it relies a little too much on recycling old plot elements.
Star Wars: Episode VII - The Force Awakens,8,936662225,75,"Ridley is the picture’s real find. Her Rey is fearless, forceful, resourceful, and with a hidden side to her personality that slowly manifests itself and will surely be more deeply explored in the sequels."
Star Wars: Episode VII - The Force Awakens,8,936662225,75,"The Force Awakens strikes all the right chords, emotional and narrative, to feel both familiar and exhilaratingly new. Filled with incident, movement and speed, dusted with light layers of tarnished “used future” grime, it captures the kinetic energy that made the first film, from 1977, such a revelation to filmgoers who marveled at Lucas’s mashup of B movies, Saturday-morning serials, Japanese historical epics and mythic heft."
Star Wars: Episode VII - The Force Awakens,8,936662225,75,"If Abrams didn't take many chances, he didn't make many mistakes, either. First, Do No Harm became Don't Mess With Success, and it worked. Show Me the Money is sure to follow."
